genome_id	species_id	genome_path	_old_genome_id	ncbi_assembly_name	ncbi_assembly_biosample	comments
Faecalibacterium-prausnitzii-D-GCF_009679695-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_009679695-1/assembly.fa		ASM967969v1	SAMN11946086	GTDB Accession RS_GCF_009679695.1;
Faecalibacterium-prausnitzii-D-GCF_009679705-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_009679705-1/assembly.fa		ASM967970v1	SAMN11946085	GTDB Accession RS_GCF_009679705.1;
Faecalibacterium-prausnitzii-D-GCF_009679715-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_009679715-1/assembly.fa		ASM967971v1	SAMN11946084	GTDB Accession RS_GCF_009679715.1;
Faecalibacterium-prausnitzii-D-GCF_014868785-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_014868785-1/assembly.fa		ASM1486878v1	SAMN12905276	GTDB Accession GB_GCA_014868785.1;
Faecalibacterium-prausnitzii-D-GCF_014868795-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_014868795-1/assembly.fa		ASM1486879v1	SAMN12905277	GTDB Accession GB_GCA_014868795.1;
Faecalibacterium-prausnitzii-D-GCF_014868865-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_014868865-1/assembly.fa		ASM1486886v1	SAMN12905274	GTDB Accession GB_GCA_014868865.1;
Faecalibacterium-prausnitzii-D-GCF_014868885-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_014868885-1/assembly.fa		ASM1486888v1	SAMN12905273	GTDB Accession GB_GCA_014868885.1;
Faecalibacterium-prausnitzii-D-GCF_014868905-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_014868905-1/assembly.fa		ASM1486890v1	SAMN12905272	GTDB Accession GB_GCA_014868905.1;
Faecalibacterium-prausnitzii-D-GCF_014868915-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_014868915-1/assembly.fa		ASM1486891v1	SAMN12905270	GTDB Accession GB_GCA_014868915.1;
Faecalibacterium-prausnitzii-D-GCF_014868965-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_014868965-1/assembly.fa		ASM1486896v1	SAMN12905269	GTDB Accession GB_GCA_014868965.1;
Faecalibacterium-prausnitzii-D-GCF_014868985-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_014868985-1/assembly.fa		ASM1486898v1	SAMN12905266	GTDB Accession GB_GCA_014868985.1;
Faecalibacterium-prausnitzii-D-GCF_014869015-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_014869015-1/assembly.fa		ASM1486901v1	SAMN12905267	GTDB Accession GB_GCA_014869015.1;
Faecalibacterium-prausnitzii-D-GCF_014869095-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_014869095-1/assembly.fa		ASM1486909v1	SAMN12905263	GTDB Accession GB_GCA_014869095.1;
Faecalibacterium-prausnitzii-D-GCF_017377615-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_017377615-1/assembly.fa		ASM1737761v1	SAMN18159328	GTDB Accession RS_GCF_017377615.1;
Faecalibacterium-prausnitzii-D-GCF_017988105-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_017988105-1/assembly.fa		ASM1798810v1	SAMN18119697	GTDB Accession GB_GCA_017988105.1;
Faecalibacterium-prausnitzii-D-GCF_017995535-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_017995535-1/assembly.fa		ASM1799553v1	SAMN18120150	GTDB Accession GB_GCA_017995535.1;
Faecalibacterium-prausnitzii-D-GCF_018053405-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_018053405-1/assembly.fa		ASM1805340v1	SAMN18120825	GTDB Accession GB_GCA_018053405.1;
Faecalibacterium-prausnitzii-D-GCF_018059345-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_018059345-1/assembly.fa		ASM1805934v1	SAMN18120485	GTDB Accession GB_GCA_018059345.1;
Faecalibacterium-prausnitzii-D-GCF_018063785-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_018063785-1/assembly.fa		ASM1806378v1	SAMN18120550	GTDB Accession GB_GCA_018063785.1;
Faecalibacterium-prausnitzii-D-GCF_018367795-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_018367795-1/assembly.fa		ASM1836779v1	SAMN17800789	GTDB Accession GB_GCA_018367795.1;
Faecalibacterium-prausnitzii-D-GCF_019415225-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_019415225-1/assembly.fa		ASM1941522v1	SAMN19224542	GTDB Accession GB_GCA_019415225.1;
Faecalibacterium-prausnitzii-D-GCF_019425405-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_019425405-1/assembly.fa		ASM1942540v1	SAMN19224536	GTDB Accession GB_GCA_019425405.1;
Faecalibacterium-prausnitzii-D-GCF_019967955-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_019967955-1/assembly.fa		ASM1996795v1	SAMN16824738	GTDB Accession RS_GCF_019967955.1;
Faecalibacterium-prausnitzii-D-GCF_021622065-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_021622065-1/assembly.fa		ASM2162206v1	SAMN23482522	GTDB Accession RS_GCF_021622065.1;
Faecalibacterium-prausnitzii-D-GCF_022728535-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_022728535-1/assembly.fa		ASM2272853v1	SAMN20301878	GTDB Accession GB_GCA_022728535.1;
Faecalibacterium-prausnitzii-D-GCF_022732805-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_022732805-1/assembly.fa		ASM2273280v1	SAMN20302162	GTDB Accession GB_GCA_022732805.1;
Faecalibacterium-prausnitzii-D-GCF_022772325-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_022772325-1/assembly.fa		ASM2277232v1	SAMN26525728	GTDB Accession GB_GCA_022772325.1;
Faecalibacterium-prausnitzii-D-GCF_023347255-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_023347255-1/assembly.fa		ASM2334725v1	SAMN26934704	GTDB Accession RS_GCF_023347255.1;
Faecalibacterium-prausnitzii-D-GCF_023405375-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_023405375-1/assembly.fa		ASM2340537v1	SAMN17045564	GTDB Accession GB_GCA_023405375.1;
Faecalibacterium-prausnitzii-D-GCF_023414635-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_023414635-1/assembly.fa		ASM2341463v1	SAMN17033088	GTDB Accession GB_GCA_023414635.1;
Faecalibacterium-prausnitzii-D-GCF_023708365-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_023708365-1/assembly.fa		ASM2370836v1	SAMD00484381	GTDB Accession GB_GCA_023708365.1;
Faecalibacterium-prausnitzii-D-GCF_023708525-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_023708525-1/assembly.fa		ASM2370852v1	SAMD00485667	GTDB Accession GB_GCA_023708525.1;
Faecalibacterium-prausnitzii-D-GCF_023708765-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_023708765-1/assembly.fa		ASM2370876v1	SAMD00475136	GTDB Accession GB_GCA_023708765.1;
Faecalibacterium-prausnitzii-D-GCF_023708925-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_023708925-1/assembly.fa		ASM2370892v1	SAMD00476531	GTDB Accession GB_GCA_023708925.1;
Faecalibacterium-prausnitzii-D-GCF_023708965-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_023708965-1/assembly.fa		ASM2370896v1	SAMD00476893	GTDB Accession GB_GCA_023708965.1;
Faecalibacterium-prausnitzii-D-GCF_025757805-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_025757805-1/assembly.fa		ASM2575780v1	SAMN31100370	GTDB Accession GB_GCA_025757805.1;
Faecalibacterium-prausnitzii-D-GCF_025993275-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_025993275-1/assembly.fa		ASM2599327v1	SAMN31100366	GTDB Accession GB_GCA_025993275.1;
Faecalibacterium-prausnitzii-D-GCF_027670125-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_027670125-1/assembly.fa		ASM2767012v1	SAMN31809138	GTDB Accession GB_GCA_027670125.1;
Faecalibacterium-prausnitzii-D-GCF_030844485-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_030844485-1/assembly.fa		ASM3084448v1	SAMN36703676	GTDB Accession GB_GCA_030844485.1;
Faecalibacterium-prausnitzii-D-GCF_030844675-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_030844675-1/assembly.fa		ASM3084467v1	SAMN36703666	GTDB Accession GB_GCA_030844675.1;
Faecalibacterium-prausnitzii-D-GCF_031294385-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_031294385-1/assembly.fa		ASM3129438v1	SAMN36435929	GTDB Accession GB_GCA_031294385.1;
Faecalibacterium-prausnitzii-D-GCF_900066275-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_900066275-1/assembly.fa		13414_6#54	SAMEA3545278	GTDB Accession RS_GCF_900066275.1;
Faecalibacterium-prausnitzii-D-GCF_902385265-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_902385265-1/assembly.fa		UHGG_MGYG-HGUT-02272	SAMEA5851776	GTDB Accession RS_GCF_902385265.1;
Faecalibacterium-prausnitzii-D-GCF_905199165-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_905199165-1/assembly.fa		ERR1430412-mag-bin.15	SAMEA7846616	GTDB Accession GB_GCA_905199165.1;
Faecalibacterium-prausnitzii-D-GCF_934514315-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_934514315-1/assembly.fa		ERR7738562_bin.98	SAMEA13502210	GTDB Accession GB_GCA_934514315.1;
Faecalibacterium-prausnitzii-D-GCF_934525035-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_934525035-1/assembly.fa		ERR7738548_bin.83	SAMEA13499467	GTDB Accession GB_GCA_934525035.1;
Faecalibacterium-prausnitzii-D-GCF_934552945-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_934552945-1/assembly.fa		ERR7738532_bin.246	SAMEA13504953	GTDB Accession GB_GCA_934552945.1;
Faecalibacterium-prausnitzii-D-GCF_934831255-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_934831255-1/assembly.fa		MTG220_bin.29.fa	SAMEA13566055	GTDB Accession GB_GCA_934831255.1;
Faecalibacterium-prausnitzii-D-GCF_934835085-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_934835085-1/assembly.fa		MTG231_bin.28.fa	SAMEA13566619	GTDB Accession GB_GCA_934835085.1;
Faecalibacterium-prausnitzii-D-GCF_934835095-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_934835095-1/assembly.fa		MTG222_bin.49.fa	SAMEA13566177	GTDB Accession GB_GCA_934835095.1;
Faecalibacterium-prausnitzii-D-GCF_934840365-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_934840365-1/assembly.fa		MTG227_bin.20.fa	SAMEA13566397	GTDB Accession GB_GCA_934840365.1;
Faecalibacterium-prausnitzii-D-GCF_934842095-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_934842095-1/assembly.fa		MTG225_bin.3.fa	SAMEA13566290	GTDB Accession GB_GCA_934842095.1;
Faecalibacterium-prausnitzii-D-GCF_934842515-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_934842515-1/assembly.fa		MTG223_bin.50.fa	SAMEA13566233	GTDB Accession GB_GCA_934842515.1;
Faecalibacterium-prausnitzii-D-GCF_934842595-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_934842595-1/assembly.fa		MTG230_bin.38.fa	SAMEA13566581	GTDB Accession GB_GCA_934842595.1;
Faecalibacterium-prausnitzii-D-GCF_934882355-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_934882355-1/assembly.fa		MTG244_bin.51.fa	SAMEA13567369	GTDB Accession GB_GCA_934882355.1;
Faecalibacterium-prausnitzii-D-GCF_934882505-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_934882505-1/assembly.fa		MTG241_bin.48.fa	SAMEA13567199	GTDB Accession GB_GCA_934882505.1;
Faecalibacterium-prausnitzii-D-GCF_938009975-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_938009975-1/assembly.fa		SRR1197515_bin.66_CONCOCT_v1.1_MAG	SAMEA14085443	GTDB Accession RS_GCF_938009975.1;
Faecalibacterium-prausnitzii-D-GCF_947002615-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_947002615-1/assembly.fa		SRR19721634_bin.13_metawrap_v1.3_MAG	SAMEA111396821	GTDB Accession GB_GCA_947002615.1;
Faecalibacterium-prausnitzii-D-GCF_947507435-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_947507435-1/assembly.fa		SRR13753913_bin.4_metawrap_v1.3_MAG	SAMEA112181802	GTDB Accession GB_GCA_947507435.1;
Faecalibacterium-prausnitzii-D-GCF_958371315-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958371315-1/assembly.fa		SRR17798041_bin.39_MetaWRAP_v1.3_MAG	SAMEA114066058	GTDB Accession GB_GCA_958371315.1;
Faecalibacterium-prausnitzii-D-GCF_958372235-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958372235-1/assembly.fa		SRR22541672_bin.2_MetaWRAP_v1.3_MAG	SAMEA114065282	GTDB Accession GB_GCA_958372235.1;
Faecalibacterium-prausnitzii-D-GCF_958402225-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958402225-1/assembly.fa		ERR9492514_bin.6_MetaWRAP_v1.3_MAG	SAMEA114063957	GTDB Accession GB_GCA_958402225.1;
Faecalibacterium-prausnitzii-D-GCF_958407035-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958407035-1/assembly.fa		ERR8263797_bin.9_MetaWRAP_v1.3_MAG	SAMEA114060607	GTDB Accession GB_GCA_958407035.1;
Faecalibacterium-prausnitzii-D-GCF_958407745-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958407745-1/assembly.fa		ERR8263740_bin.11_MetaWRAP_v1.3_MAG	SAMEA114060476	GTDB Accession GB_GCA_958407745.1;
Faecalibacterium-prausnitzii-D-GCF_958408665-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958408665-1/assembly.fa		ERR9762675_bin.31_MetaWRAP_v1.3_MAG	SAMEA114064099	GTDB Accession GB_GCA_958408665.1;
Faecalibacterium-prausnitzii-D-GCF_958420045-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958420045-1/assembly.fa		ERR9578232_bin.35_MetaWRAP_v1.3_MAG	SAMEA114063131	GTDB Accession GB_GCA_958420045.1;
Faecalibacterium-prausnitzii-D-GCF_958435445-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958435445-1/assembly.fa		SRR18940294_bin.28_MetaWRAP_v1.3_MAG	SAMEA114064739	GTDB Accession GB_GCA_958435445.1;
Faecalibacterium-prausnitzii-D-GCF_958437165-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958437165-1/assembly.fa		SRR17382067_bin.18_MetaWRAP_v1.3_MAG	SAMEA114066149	GTDB Accession GB_GCA_958437165.1;
Faecalibacterium-prausnitzii-D-GCF_958438595-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958438595-1/assembly.fa		ERR9354025_bin.17_MetaWRAP_v1.3_MAG	SAMEA114061141	GTDB Accession GB_GCA_958438595.1;
Faecalibacterium-prausnitzii-D-GCF_958439635-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958439635-1/assembly.fa		ERR9609115_bin.22_MetaWRAP_v1.3_MAG	SAMEA114061796	GTDB Accession GB_GCA_958439635.1;
Faecalibacterium-prausnitzii-D-GCF_958440425-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958440425-1/assembly.fa		ERR4918892_bin.23_MetaWRAP_v1.3_MAG	SAMEA114062491	GTDB Accession GB_GCA_958440425.1;
Faecalibacterium-prausnitzii-D-GCF_958441655-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958441655-1/assembly.fa		ERR4316474_bin.15_MetaWRAP_v1.3_MAG	SAMEA114062017	GTDB Accession GB_GCA_958441655.1;
Faecalibacterium-prausnitzii-D-GCF_958451685-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_958451685-1/assembly.fa		SRR17798035_bin.16_MetaWRAP_v1.3_MAG	SAMEA114066005	GTDB Accession GB_GCA_958451685.1;
Faecalibacterium-prausnitzii-D-GCF_959018145-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_959018145-1/assembly.fa		SRR13494526_bin.19_MetaWRAP_v1.3_MAG	SAMEA114096738	GTDB Accession GB_GCA_959018145.1;
Faecalibacterium-prausnitzii-D-GCF_959018675-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_959018675-1/assembly.fa		ERR10149268_bin.19_MetaWRAP_v1.3_MAG	SAMEA114096327	GTDB Accession GB_GCA_959018675.1;
Faecalibacterium-prausnitzii-D-GCF_959027415-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_959027415-1/assembly.fa		SRR20881979_bin.1_MetaWRAP_v1.3_MAG	SAMEA114095644	GTDB Accession GB_GCA_959027415.1;
Faecalibacterium-prausnitzii-D-GCF_959603545-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_959603545-1/assembly.fa		SRR16280116_bin.16_MetaWRAP_v1.3_MAG	SAMEA114122839	GTDB Accession GB_GCA_959603545.1;
Faecalibacterium-prausnitzii-D-GCF_959606575-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_959606575-1/assembly.fa		SRR16244386_bin.10_MetaWRAP_v1.3_MAG	SAMEA114095633	GTDB Accession GB_GCA_959606575.1;
Faecalibacterium-prausnitzii-GCF_000154385-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_000154385-1/assembly.fa		ASM15438v1	SAMN02299416	GTDB Accession RS_GCF_000154385.1;
Faecalibacterium-prausnitzii-GCF_000209855-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_000209855-1/assembly.fa		ASM20985v1	SAMEA3138352	GTDB Accession RS_GCF_000209855.1;
Faecalibacterium-prausnitzii-GCF_002549935-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_002549935-1/assembly.fa		ASM254993v1	SAMN07350466	GTDB Accession RS_GCF_002549935.1;
Faecalibacterium-prausnitzii-GCF_002549945-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_002549945-1/assembly.fa		ASM254994v1	SAMN07350506	GTDB Accession RS_GCF_002549945.1;
Faecalibacterium-prausnitzii-GCF_003287475-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_003287475-1/assembly.fa		ASM328747v1	SAMN08495181	GTDB Accession RS_GCF_003287475.1;
Faecalibacterium-prausnitzii-GCF_003312465-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_003312465-1/assembly.fa		ASM331246v1	SAMN08494074	GTDB Accession RS_GCF_003312465.1;
Faecalibacterium-prausnitzii-GCF_003324115-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_003324115-1/assembly.fa		ASM332411v1	SAMN08707948	GTDB Accession RS_GCF_003324115.1;
Faecalibacterium-prausnitzii-GCF_003324185-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_003324185-1/assembly.fa		ASM332418v1	SAMN08707943	GTDB Accession RS_GCF_003324185.1;
Faecalibacterium-prausnitzii-GCF_003433905-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_003433905-1/assembly.fa		ASM343390v1	SAMN09734572	GTDB Accession RS_GCF_003433905.1;
Faecalibacterium-prausnitzii-GCF_003434015-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_003434015-1/assembly.fa		ASM343401v1	SAMN09734551	GTDB Accession RS_GCF_003434015.1;
Faecalibacterium-prausnitzii-GCF_003434135-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_003434135-1/assembly.fa		ASM343413v1	SAMN09736489	GTDB Accession RS_GCF_003434135.1;
Faecalibacterium-prausnitzii-GCF_003465525-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_003465525-1/assembly.fa		ASM346552v1	SAMN09734198	GTDB Accession RS_GCF_003465525.1;
Faecalibacterium-prausnitzii-GCF_003467805-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_003467805-1/assembly.fa		ASM346780v1	SAMN09736478	GTDB Accession RS_GCF_003467805.1;
Faecalibacterium-prausnitzii-GCF_004167405-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_004167405-1/assembly.fa		ASM416740v1	SAMN10239550	GTDB Accession RS_GCF_004167405.1;
Faecalibacterium-prausnitzii-GCF_008680095-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_008680095-1/assembly.fa		ASM868009v1	SAMN06546860	GTDB Accession GB_GCA_008680095.1;
Faecalibacterium-prausnitzii-GCF_009679755-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679755-1/assembly.fa		ASM967975v1	SAMN11946083	GTDB Accession RS_GCF_009679755.1;
Faecalibacterium-prausnitzii-GCF_009679775-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679775-1/assembly.fa		ASM967977v1	SAMN11946082	GTDB Accession RS_GCF_009679775.1;
Faecalibacterium-prausnitzii-GCF_009679795-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679795-1/assembly.fa		ASM967979v1	SAMN11946079	GTDB Accession RS_GCF_009679795.1;
Faecalibacterium-prausnitzii-GCF_009679805-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679805-1/assembly.fa		ASM967980v1	SAMN11946080	GTDB Accession GB_GCA_009679805.1;
Faecalibacterium-prausnitzii-GCF_009679815-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679815-1/assembly.fa		ASM967981v1	SAMN11946081	GTDB Accession GB_GCA_009679815.1;
Faecalibacterium-prausnitzii-GCF_009679855-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679855-1/assembly.fa		ASM967985v1	SAMN11946078	GTDB Accession RS_GCF_009679855.1;
Faecalibacterium-prausnitzii-GCF_009679865-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679865-1/assembly.fa		ASM967986v1	SAMN11946077	GTDB Accession RS_GCF_009679865.1;
Faecalibacterium-prausnitzii-GCF_009679895-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679895-1/assembly.fa		ASM967989v1	SAMN11946075	GTDB Accession RS_GCF_009679895.1;
Faecalibacterium-prausnitzii-GCF_009679905-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679905-1/assembly.fa		ASM967990v1	SAMN11946076	GTDB Accession RS_GCF_009679905.1;
Faecalibacterium-prausnitzii-GCF_009679915-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679915-1/assembly.fa		ASM967991v1	SAMN11946074	GTDB Accession RS_GCF_009679915.1;
Faecalibacterium-prausnitzii-GCF_009679955-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679955-1/assembly.fa		ASM967995v1	SAMN11946072	GTDB Accession RS_GCF_009679955.1;
Faecalibacterium-prausnitzii-GCF_009679965-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679965-1/assembly.fa		ASM967996v1	SAMN11946073	GTDB Accession RS_GCF_009679965.1;
Faecalibacterium-prausnitzii-GCF_009679995-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009679995-1/assembly.fa		ASM967999v1	SAMN11946070	GTDB Accession RS_GCF_009679995.1;
Faecalibacterium-prausnitzii-GCF_009680005-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009680005-1/assembly.fa		ASM968000v1	SAMN11946071	GTDB Accession RS_GCF_009680005.1;
Faecalibacterium-prausnitzii-GCF_009680015-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009680015-1/assembly.fa		ASM968001v1	SAMN11946069	GTDB Accession RS_GCF_009680015.1;
Faecalibacterium-prausnitzii-GCF_009680055-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009680055-1/assembly.fa		ASM968005v1	SAMN11946067	GTDB Accession RS_GCF_009680055.1;
Faecalibacterium-prausnitzii-GCF_009680075-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009680075-1/assembly.fa		ASM968007v1	SAMN11946068	GTDB Accession RS_GCF_009680075.1;
Faecalibacterium-prausnitzii-GCF_009680085-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_009680085-1/assembly.fa		ASM968008v1	SAMN11946066	GTDB Accession RS_GCF_009680085.1;
Faecalibacterium-prausnitzii-GCF_014847115-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_014847115-1/assembly.fa		ASM1484711v1	SAMN09684669	GTDB Accession GB_GCA_014847115.1;
Faecalibacterium-prausnitzii-GCF_014868615-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_014868615-1/assembly.fa		ASM1486861v1	SAMN12905286	GTDB Accession GB_GCA_014868615.1;
Faecalibacterium-prausnitzii-GCF_014868645-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_014868645-1/assembly.fa		ASM1486864v1	SAMN12905285	GTDB Accession GB_GCA_014868645.1;
Faecalibacterium-prausnitzii-GCF_014868685-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_014868685-1/assembly.fa		ASM1486868v1	SAMN12905283	GTDB Accession GB_GCA_014868685.1;
Faecalibacterium-prausnitzii-GCF_014868725-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_014868725-1/assembly.fa		ASM1486872v1	SAMN12905281	GTDB Accession GB_GCA_014868725.1;
Faecalibacterium-prausnitzii-GCF_014868765-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_014868765-1/assembly.fa		ASM1486876v1	SAMN12905280	GTDB Accession GB_GCA_014868765.1;
